date,country,arrivals,arrivals_male,arrivals_female,X
2023-07-01,LTU,296,139,157,0.0
2023-08-01,LTU,272,137,135,0.0
2023-09-01,LTU,340,159,181,0.0
2023-10-01,LTU,475,246,229,0.0
2023-11-01,LTU,703,339,364,0.0
2023-12-01,LTU,773,388,385,0.0
2024-01-01,LTU,1028,490,538,0.0
2024-02-01,LTU,1937,888,1049,0.0
2024-03-01,LTU,1393,648,745,0.0
2024-04-01,LTU,522,268,254,0.0
2024-05-01,LTU,377,201,176,0.0
2024-06-01,LTU,333,163,170,0.0
2024-07-01,LTU,395,176,219,0.0
2020-01-01,LUX,54,34,20,0.0
2020-02-01,LUX,57,33,24,0.0
2020-03-01,LUX,33,17,16,0.0
2020-04-01,LUX,0,0,0,0.0
2020-05-01,LUX,0,0,0,0.0
2020-06-01,LUX,0,0,0,0.0
2020-07-01,LUX,0,0,0,0.0
2020-08-01,LUX,0,0,0,0.0
2020-09-01,LUX,1,1,0,0.0
2020-10-01,LUX,2,2,0,0.0
2020-11-01,LUX,0,0,0,0.0
2020-12-01,LUX,0,0,0,0.0
2021-01-01,LUX,0,0,0,0.0
2021-02-01,LUX,2,1,1,0.0
2021-03-01,LUX,0,0,0,0.0
2021-04-01,LUX,2,1,1,0.0
2021-05-01,LUX,0,0,0,0.0
2021-06-01,LUX,0,0,0,0.0
2021-07-01,LUX,0,0,0,0.0
2021-08-01,LUX,0,0,0,0.0
2021-09-01,LUX,1,1,0,0.0
2021-10-01,LUX,4,4,0,0.0
2021-11-01,LUX,0,0,0,0.0
2021-12-01,LUX,1,0,1,0.0
2022-01-01,LUX,0,0,0,0.0
2022-02-01,LUX,3,2,1,0.0
2022-03-01,LUX,1,1,0,0.0
2022-04-01,LUX,13,10,3,0.0
2022-05-01,LUX,15,14,1,0.0
2022-06-01,LUX,19,11,8,0.0
2022-07-01,LUX,46,27,19,0.0
2022-08-01,LUX,70,37,33,0.0
2022-09-01,LUX,44,24,20,0.0
2022-10-01,LUX,40,24,16,0.0
2022-11-01,LUX,44,21,23,0.0
2022-12-01,LUX,50,24,26,0.0
2023-01-01,LUX,68,46,22,0.0
2023-02-01,LUX,48,33,15,0.0
2023-03-01,LUX,71,44,27,0.0
2023-04-01,LUX,68,34,34,0.0
2023-05-01,LUX,57,36,21,0.0
2023-06-01,LUX,42,28,14,0.0
2023-07-01,LUX,82,46,36,0.0
2023-08-01,LUX,165,96,69,0.0
2023-09-01,LUX,41,32,9,0.0
2023-10-01,LUX,76,50,26,0.0
2023-11-01,LUX,72,53,19,0.0
2023-12-01,LUX,60,37,23,0.0
2024-01-01,LUX,96,51,45,0.0
2024-02-01,LUX,96,57,39,0.0
2024-03-01,LUX,92,51,41,0.0
2024-04-01,LUX,104,60,44,0.0
2024-05-01,LUX,63,37,26,0.0
2024-06-01,LUX,67,38,29,0.0
2024-07-01,LUX,100,49,51,0.0
2020-01-01,LVA,437,204,233,0.0
2020-02-01,LVA,338,149,189,0.0
2020-03-01,LVA,138,69,69,0.0
2020-04-01,LVA,0,0,0,0.0
2020-05-01,LVA,3,3,0,0.0
2020-06-01,LVA,1,1,0,0.0
2020-07-01,LVA,7,7,0,0.0
2020-08-01,LVA,6,6,0,0.0
2020-09-01,LVA,5,5,0,0.0
2020-10-01,LVA,4,3,1,0.0
2020-11-01,LVA,2,2,0,0.0
2020-12-01,LVA,1,1,0,0.0
2021-01-01,LVA,1,0,1,0.0
2021-02-01,LVA,8,7,1,0.0
2021-03-01,LVA,12,11,1,0.0
2021-04-01,LVA,2,2,0,0.0
2021-05-01,LVA,3,3,0,0.0
2021-06-01,LVA,2,2,0,0.0
2021-07-01,LVA,0,0,0,0.0
2021-08-01,LVA,6,5,1,0.0
2021-09-01,LVA,4,2,2,0.0
2021-10-01,LVA,1,1,0,0.0
2021-11-01,LVA,2,2,0,0.0
2021-12-01,LVA,7,5,2,0.0
2022-01-01,LVA,4,4,0,0.0
2022-02-01,LVA,6,5,1,0.0
2022-03-01,LVA,3,2,1,0.0
2022-04-01,LVA,32,15,17,0.0
2022-05-01,LVA,39,22,17,0.0
2022-06-01,LVA,32,14,18,0.0
2022-07-01,LVA,46,17,29,0.0
2022-08-01,LVA,112,67,45,0.0
2022-09-01,LVA,72,40,32,0.0
2022-10-01,LVA,212,90,122,0.0
2022-11-01,LVA,131,67,64,0.0
2022-12-01,LVA,167,90,77,0.0
2023-01-01,LVA,286,141,145,0.0
2023-02-01,LVA,316,135,181,0.0
2023-03-01,LVA,485,214,271,0.0
2023-04-01,LVA,224,126,98,0.0
2023-05-01,LVA,129,60,69,0.0
2023-06-01,LVA,73,44,29,0.0
2023-07-01,LVA,126,76,50,0.0
2023-08-01,LVA,139,78,61,0.0
2023-09-01,LVA,198,117,81,0.0
2023-10-01,LVA,218,105,113,0.0
2023-11-01,LVA,312,131,181,0.0
2023-12-01,LVA,320,158,162,0.0
2024-01-01,LVA,440,207,233,0.0
2024-02-01,LVA,565,252,313,0.0
2024-03-01,LVA,470,244,226,0.0
2024-04-01,LVA,269,118,151,0.0
2024-05-01,LVA,197,119,78,0.0
2024-06-01,LVA,164,77,87,0.0
2024-07-01,LVA,163,81,82,0.0
2020-01-01,MAC,0,0,0,0.0
2020-02-01,MAC,0,0,0,0.0
2020-03-01,MAC,0,0,0,0.0
2020-04-01,MAC,0,0,0,0.0
2020-05-01,MAC,0,0,0,0.0
2020-06-01,MAC,0,0,0,0.0
2020-07-01,MAC,0,0,0,0.0
2020-08-01,MAC,0,0,0,0.0
2020-09-01,MAC,0,0,0,0.0
2020-10-01,MAC,0,0,0,0.0
2020-11-01,MAC,0,0,0,0.0
2020-12-01,MAC,0,0,0,0.0
2021-01-01,MAC,0,0,0,0.0
2021-02-01,MAC,0,0,0,0.0
2021-03-01,MAC,0,0,0,0.0
2021-04-01,MAC,0,0,0,0.0
2021-05-01,MAC,0,0,0,0.0
2021-06-01,MAC,0,0,0,0.0
2021-07-01,MAC,0,0,0,0.0
2021-08-01,MAC,0,0,0,0.0
2021-09-01,MAC,0,0,0,0.0
2021-10-01,MAC,0,0,0,0.0
2021-11-01,MAC,0,0,0,0.0
2021-12-01,MAC,0,0,0,0.0
2022-01-01,MAC,0,0,0,0.0
2022-02-01,MAC,0,0,0,0.0
2022-03-01,MAC,0,0,0,0.0
2022-04-01,MAC,0,0,0,0.0
2022-05-01,MAC,1,0,1,0.0
2022-06-01,MAC,0,0,0,0.0
2022-07-01,MAC,0,0,0,0.0
2022-08-01,MAC,0,0,0,0.0
2022-09-01,MAC,0,0,0,0.0
2022-10-01,MAC,4,0,4,0.0
2022-11-01,MAC,2,1,1,0.0
2022-12-01,MAC,9,4,5,0.0
2023-01-01,MAC,2,1,1,0.0
2023-02-01,MAC,3,0,3,0.0
2023-03-01,MAC,3,1,2,0.0
2023-04-01,MAC,8,5,3,0.0
2023-05-01,MAC,8,3,5,0.0
2023-06-01,MAC,4,2,2,0.0
2023-07-01,MAC,4,3,1,0.0
2023-08-01,MAC,12,7,5,0.0
2023-09-01,MAC,13,8,5,0.0
2023-10-01,MAC,1,1,0,0.0
2023-11-01,MAC,0,0,0,0.0
2023-12-01,MAC,25,14,11,0.0
2024-01-01,MAC,3,2,1,0.0
2024-02-01,MAC,21,9,12,0.0
2024-03-01,MAC,1,0,1,0.0
2024-04-01,MAC,3,2,1,0.0
2024-05-01,MAC,2,0,2,0.0
2024-06-01,MAC,3,0,3,0.0
2024-07-01,MAC,8,0,8,0.0
2020-01-01,MAR,953,511,442,0.0
2020-02-01,MAR,971,532,439,0.0
2020-03-01,MAR,376,215,161,0.0
2020-04-01,MAR,1,0,1,0.0
2020-05-01,MAR,0,0,0,0.0
2020-06-01,MAR,5,0,5,0.0
2020-07-01,MAR,5,3,2,0.0
2020-08-01,MAR,0,0,0,0.0
2020-09-01,MAR,5,1,4,0.0
2020-10-01,MAR,10,7,3,0.0
2020-11-01,MAR,7,3,4,0.0
2020-12-01,MAR,4,2,2,0.0
2021-01-01,MAR,8,4,4,0.0
2021-02-01,MAR,3,1,2,0.0
2021-03-01,MAR,11,5,6,0.0
2021-04-01,MAR,12,6,6,0.0
2021-05-01,MAR,7,5,2,0.0
2021-06-01,MAR,6,3,3,0.0
2021-07-01,MAR,0,0,0,0.0
2021-08-01,MAR,10,5,5,0.0
2021-09-01,MAR,16,8,8,0.0
2021-10-01,MAR,8,2,6,0.0
2021-11-01,MAR,18,9,9,0.0
2021-12-01,MAR,22,6,16,0.0
2022-01-01,MAR,30,13,17,0.0
2022-02-01,MAR,32,7,25,0.0
2022-03-01,MAR,37,16,21,0.0
2022-04-01,MAR,136,63,73,0.0
2022-05-01,MAR,399,180,219,0.0
2022-06-01,MAR,349,177,172,0.0
2022-07-01,MAR,460,253,207,0.0
2022-08-01,MAR,944,451,493,0.0
2022-09-01,MAR,714,371,343,0.0
2022-10-01,MAR,992,527,465,0.0
2022-11-01,MAR,578,340,238,0.0
2022-12-01,MAR,482,268,214,0.0
2023-01-01,MAR,539,346,193,0.0
2023-02-01,MAR,738,425,313,0.0
2023-03-01,MAR,632,378,254,0.0
2023-04-01,MAR,542,307,235,0.0
2023-05-01,MAR,904,487,417,0.0
2023-06-01,MAR,652,330,322,0.0
2023-07-01,MAR,1297,658,639,0.0
2023-08-01,MAR,2895,1279,1616,0.0
2023-09-01,MAR,1839,856,983,0.0
2023-10-01,MAR,1465,760,705,0.0
2023-11-01,MAR,942,527,415,0.0
2023-12-01,MAR,1112,589,523,0.0
2024-01-01,MAR,1260,686,574,0.0
2024-02-01,MAR,1189,684,505,0.0
2024-03-01,MAR,643,398,245,0.0
2024-04-01,MAR,1132,619,513,0.0
2024-05-01,MAR,1799,920,879,0.0
2024-06-01,MAR,1361,773,588,0.0
2024-07-01,MAR,2918,1456,1462,0.0
2020-01-01,MCO,3,1,2,0.0
2020-02-01,MCO,6,2,4,0.0
2020-03-01,MCO,2,1,1,0.0
2020-04-01,MCO,0,0,0,0.0
2020-05-01,MCO,0,0,0,0.0
2020-06-01,MCO,0,0,0,0.0
2020-07-01,MCO,0,0,0,0.0
2020-08-01,MCO,0,0,0,0.0
2020-09-01,MCO,0,0,0,0.0
2020-10-01,MCO,0,0,0,0.0
2020-11-01,MCO,0,0,0,0.0
2020-12-01,MCO,0,0,0,0.0
2021-01-01,MCO,0,0,0,0.0
2021-02-01,MCO,0,0,0,0.0
2021-03-01,MCO,0,0,0,0.0
2021-04-01,MCO,0,0,0,0.0
2021-05-01,MCO,0,0,0,0.0
2021-06-01,MCO,0,0,0,0.0
2021-07-01,MCO,0,0,0,0.0
2021-08-01,MCO,3,0,3,0.0
2021-09-01,MCO,0,0,0,0.0
2021-10-01,MCO,0,0,0,0.0
2021-11-01,MCO,0,0,0,0.0
2021-12-01,MCO,0,0,0,0.0
2022-01-01,MCO,0,0,0,0.0
2022-02-01,MCO,2,1,1,0.0
2022-03-01,MCO,0,0,0,0.0
2022-04-01,MCO,0,0,0,0.0
2022-05-01,MCO,6,2,4,0.0
2022-06-01,MCO,4,3,1,0.0
2022-07-01,MCO,3,0,3,0.0
2022-08-01,MCO,0,0,0,0.0
2022-09-01,MCO,0,0,0,0.0
2022-10-01,MCO,2,1,1,0.0
2022-11-01,MCO,4,1,3,0.0
2022-12-01,MCO,1,1,0,0.0
2023-01-01,MCO,0,0,0,0.0
2023-02-01,MCO,8,5,3,0.0
2023-03-01,MCO,1,1,0,0.0
2023-04-01,MCO,3,1,2,0.0
2023-05-01,MCO,1,0,1,0.0
2023-06-01,MCO,1,0,1,0.0
2023-07-01,MCO,3,0,3,0.0
2023-08-01,MCO,4,2,2,0.0
2023-09-01,MCO,2,1,1,0.0
2023-10-01,MCO,1,1,0,0.0
2023-11-01,MCO,7,7,0,0.0
2023-12-01,MCO,3,3,0,0.0
2024-01-01,MCO,7,5,2,0.0
2024-02-01,MCO,8,5,3,0.0
2024-03-01,MCO,3,3,0,0.0
2024-04-01,MCO,6,4,2,0.0
2024-05-01,MCO,7,6,1,0.0
2024-06-01,MCO,2,2,0,0.0
2024-07-01,MCO,3,3,0,0.0
2020-01-01,MDA,59,24,35,0.0
2020-02-01,MDA,47,23,24,0.0
2020-03-01,MDA,31,14,17,0.0
2020-04-01,MDA,0,0,0,0.0
2020-05-01,MDA,0,0,0,0.0
2020-06-01,MDA,0,0,0,0.0
2020-07-01,MDA,2,2,0,0.0
2020-08-01,MDA,0,0,0,0.0
2020-09-01,MDA,1,0,1,0.0
2020-10-01,MDA,0,0,0,0.0
2020-11-01,MDA,0,0,0,0.0
2020-12-01,MDA,0,0,0,0.0
2021-01-01,MDA,0,0,0,0.0
2021-02-01,MDA,1,1,0,0.0
2021-03-01,MDA,0,0,0,0.0
2021-04-01,MDA,1,0,1,0.0
2021-05-01,MDA,0,0,0,0.0
2021-06-01,MDA,0,0,0,0.0
2021-07-01,MDA,0,0,0,0.0
2021-08-01,MDA,0,0,0,0.0
2021-09-01,MDA,1,1,0,0.0
2021-10-01,MDA,0,0,0,0.0
2021-11-01,MDA,0,0,0,0.0
2021-12-01,MDA,0,0,0,0.0
2022-01-01,MDA,0,0,0,0.0
2022-02-01,MDA,1,0,1,0.0
2022-03-01,MDA,0,0,0,0.0
2022-04-01,MDA,12,3,9,0.0
2022-05-01,MDA,12,5,7,0.0
2022-06-01,MDA,9,4,5,0.0
2022-07-01,MDA,8,4,4,0.0
2022-08-01,MDA,24,12,12,0.0
2022-09-01,MDA,39,18,21,0.0
2022-10-01,MDA,17,14,3,0.0
2022-11-01,MDA,46,25,21,0.0
2022-12-01,MDA,24,14,10,0.0
2023-01-01,MDA,28,14,14,0.0
2023-02-01,MDA,48,23,25,0.0
2023-03-01,MDA,37,22,15,0.0
2023-04-01,MDA,24,13,11,0.0
2023-05-01,MDA,43,25,18,0.0
2023-06-01,MDA,33,17,16,0.0
2023-07-01,MDA,33,21,12,0.0
2023-08-01,MDA,44,26,18,0.0
2023-09-01,MDA,37,21,16,0.0
2023-10-01,MDA,45,25,20,0.0
2023-11-01,MDA,34,21,13,0.0
2023-12-01,MDA,37,23,14,0.0
2024-01-01,MDA,60,29,31,0.0
2024-02-01,MDA,49,18,31,0.0
2024-03-01,MDA,71,27,44,0.0
2024-04-01,MDA,41,19,22,0.0
2024-05-01,MDA,42,16,26,0.0
2024-06-01,MDA,42,23,19,0.0
2024-07-01,MDA,40,23,17,0.0
2020-01-01,MDG,76,42,34,0.0
2020-02-01,MDG,38,19,19,0.0
2020-03-01,MDG,28,14,14,0.0
2020-04-01,MDG,0,0,0,0.0
2020-05-01,MDG,0,0,0,0.0
2020-06-01,MDG,0,0,0,0.0
2020-07-01,MDG,3,1,2,0.0
2020-08-01,MDG,0,0,0,0.0
2020-09-01,MDG,0,0,0,0.0
2020-10-01,MDG,0,0,0,0.0
2020-11-01,MDG,0,0,0,0.0
2020-12-01,MDG,0,0,0,0.0
2021-01-01,MDG,0,0,0,0.0
2021-02-01,MDG,0,0,0,0.0
2021-03-01,MDG,0,0,0,0.0
2021-04-01,MDG,1,1,0,0.0
2021-05-01,MDG,0,0,0,0.0
2021-06-01,MDG,0,0,0,0.0
2021-07-01,MDG,0,0,0,0.0
2021-08-01,MDG,1,1,0,0.0
2021-09-01,MDG,0,0,0,0.0
2021-10-01,MDG,0,0,0,0.0
2021-11-01,MDG,1,0,1,0.0
2021-12-01,MDG,0,0,0,0.0
2022-01-01,MDG,2,0,2,0.0
2022-02-01,MDG,0,0,0,0.0
2022-03-01,MDG,1,1,0,0.0
2022-04-01,MDG,3,1,2,0.0
2022-05-01,MDG,6,3,3,0.0
2022-06-01,MDG,15,7,8,0.0
2022-07-01,MDG,13,7,6,0.0
2022-08-01,MDG,17,7,10,0.0
2022-09-01,MDG,16,5,11,0.0
2022-10-01,MDG,16,5,11,0.0
2022-11-01,MDG,54,15,39,0.0
2022-12-01,MDG,36,15,21,0.0
2023-01-01,MDG,27,15,12,0.0
2023-02-01,MDG,31,12,19,0.0
2023-03-01,MDG,104,35,69,0.0
2023-04-01,MDG,77,35,42,0.0
2023-05-01,MDG,64,28,36,0.0
2023-06-01,MDG,70,39,31,0.0
2023-07-01,MDG,122,53,69,0.0
2023-08-01,MDG,341,128,213,0.0
2023-09-01,MDG,113,51,62,0.0
2023-10-01,MDG,97,48,49,0.0
2023-11-01,MDG,45,22,23,0.0
2023-12-01,MDG,93,44,49,0.0
2024-01-01,MDG,75,33,42,0.0
2024-02-01,MDG,63,31,32,0.0
2024-03-01,MDG,119,61,58,0.0
2024-04-01,MDG,140,60,80,0.0
2024-05-01,MDG,115,45,70,0.0
2024-06-01,MDG,138,52,86,0.0
2024-07-01,MDG,110,45,65,0.0
2020-01-01,MDV,2541,1332,1209,0.0
2020-02-01,MDV,1372,794,578,0.0
2020-03-01,MDV,980,566,414,0.0
2020-04-01,MDV,0,0,0,0.0
2020-05-01,MDV,0,0,0,0.0
2020-06-01,MDV,3,2,1,0.0
2020-07-01,MDV,1,0,1,0.0
2020-08-01,MDV,54,22,32,0.0
2020-09-01,MDV,50,20,30,0.0
2020-10-01,MDV,83,30,53,0.0
2020-11-01,MDV,16,12,4,0.0
2020-12-01,MDV,17,11,6,0.0
2021-01-01,MDV,40,19,21,0.0
2021-02-01,MDV,54,27,27,0.0
2021-03-01,MDV,76,36,40,0.0
2021-04-01,MDV,97,42,55,0.0
2021-05-01,MDV,103,32,71,0.0
2021-06-01,MDV,24,12,12,0.0
2021-07-01,MDV,24,8,16,0.0
2021-08-01,MDV,57,30,27,0.0
2021-09-01,MDV,52,20,32,0.0
2021-10-01,MDV,94,32,62,0.0
2021-11-01,MDV,100,45,55,0.0
2021-12-01,MDV,227,102,125,0.0
2022-01-01,MDV,347,158,189,0.0
2022-02-01,MDV,253,114,139,0.0
2022-03-01,MDV,237,129,108,0.0
2022-04-01,MDV,1053,560,493,0.0
2022-05-01,MDV,1612,849,763,0.0
2022-06-01,MDV,1474,757,717,0.0
2022-07-01,MDV,4714,2209,2505,0.0
2022-08-01,MDV,1849,950,899,0.0
2022-09-01,MDV,1845,1067,778,0.0
2022-10-01,MDV,1939,1052,887,0.0
2022-11-01,MDV,1875,993,882,0.0
2022-12-01,MDV,3031,1482,1549,0.0
2023-01-01,MDV,2224,1134,1090,0.0
2023-02-01,MDV,1807,980,827,0.0
2023-03-01,MDV,1888,1095,793,0.0
2023-04-01,MDV,1423,778,645,0.0
2023-05-01,MDV,1893,1078,815,0.0
2023-06-01,MDV,2534,1287,1247,0.0
2023-07-01,MDV,6291,3078,3213,0.0
2023-08-01,MDV,2368,1251,1117,0.0
2023-09-01,MDV,2831,1531,1300,0.0
2023-10-01,MDV,2660,1438,1222,0.0
2023-11-01,MDV,2487,1407,1080,0.0
2023-12-01,MDV,4827,2345,2482,0.0
2024-01-01,MDV,3139,1624,1515,0.0
2024-02-01,MDV,2627,1412,1215,0.0
2024-03-01,MDV,1751,985,766,0.0
2024-04-01,MDV,3350,1799,1551,0.0
2024-05-01,MDV,5730,2866,2864,0.0
2024-06-01,MDV,4205,2285,1920,0.0
2024-07-01,MDV,2267,1260,1007,0.0
2020-01-01,MEX,757,421,336,0.0
2020-02-01,MEX,503,261,242,0.0
2020-03-01,MEX,273,144,129,0.0
2020-04-01,MEX,0,0,0,0.0
2020-05-01,MEX,0,0,0,0.0
2020-06-01,MEX,1,1,0,0.0
2020-07-01,MEX,10,9,1,0.0
2020-08-01,MEX,82,16,66,0.0
2020-09-01,MEX,4,2,2,0.0
2020-10-01,MEX,14,12,2,0.0
2020-11-01,MEX,6,4,2,0.0
2020-12-01,MEX,1,1,0,0.0
2021-01-01,MEX,7,7,0,0.0
2021-02-01,MEX,3,2,1,0.0
2021-03-01,MEX,3,3,0,0.0
2021-04-01,MEX,11,7,4,0.0
2021-05-01,MEX,11,8,3,0.0
2021-06-01,MEX,10,8,2,0.0
2021-07-01,MEX,13,9,4,0.0
2021-08-01,MEX,14,10,4,0.0
2021-09-01,MEX,12,8,4,0.0
2021-10-01,MEX,7,6,1,0.0
2021-11-01,MEX,7,5,2,0.0
2021-12-01,MEX,22,12,10,0.0
2022-01-01,MEX,86,49,37,0.0
2022-02-01,MEX,32,19,13,0.0
2022-03-01,MEX,24,14,10,0.0
2022-04-01,MEX,165,103,62,0.0
2022-05-01,MEX,253,154,99,0.0
2022-06-01,MEX,270,150,120,0.0
2022-07-01,MEX,412,239,173,0.0
2022-08-01,MEX,421,236,185,0.0
2022-09-01,MEX,553,302,251,0.0
2022-10-01,MEX,795,410,385,0.0
2022-11-01,MEX,601,319,282,0.0
2022-12-01,MEX,482,261,221,0.0
2023-01-01,MEX,552,291,261,0.0
2023-02-01,MEX,527,285,242,0.0
2023-03-01,MEX,672,352,320,0.0
2023-04-01,MEX,977,470,507,0.0
2023-05-01,MEX,786,415,371,0.0
2023-06-01,MEX,505,266,239,0.0
2023-07-01,MEX,1151,582,569,0.0
2023-08-01,MEX,696,362,334,0.0
2023-09-01,MEX,1156,542,614,0.0
2023-10-01,MEX,1159,596,563,0.0
2023-11-01,MEX,1206,590,616,0.0
2023-12-01,MEX,1154,570,584,0.0
2024-01-01,MEX,840,444,396,0.0
2024-02-01,MEX,853,430,423,0.0
2024-03-01,MEX,1383,677,706,0.0
2024-04-01,MEX,1130,522,608,0.0
2024-05-01,MEX,883,437,446,0.0
2024-06-01,MEX,847,435,412,0.0
2024-07-01,MEX,1034,503,531,0.0
2020-01-01,MHL,1,1,0,0.0
2020-02-01,MHL,4,2,2,0.0
2020-03-01,MHL,5,3,2,0.0
2020-04-01,MHL,0,0,0,0.0
2020-05-01,MHL,0,0,0,0.0
2020-06-01,MHL,0,0,0,0.0
2020-07-01,MHL,0,0,0,0.0
2020-08-01,MHL,0,0,0,0.0
2020-09-01,MHL,0,0,0,0.0
2020-10-01,MHL,0,0,0,0.0
2020-11-01,MHL,0,0,0,0.0
2020-12-01,MHL,0,0,0,0.0
2021-01-01,MHL,0,0,0,0.0
2021-02-01,MHL,0,0,0,0.0
2021-03-01,MHL,0,0,0,0.0
2021-04-01,MHL,1,1,0,0.0
2021-05-01,MHL,0,0,0,0.0
2021-06-01,MHL,0,0,0,0.0
2021-07-01,MHL,0,0,0,0.0
2021-08-01,MHL,0,0,0,0.0
2021-09-01,MHL,0,0,0,0.0
2021-10-01,MHL,1,1,0,0.0
2021-11-01,MHL,0,0,0,0.0
2021-12-01,MHL,0,0,0,0.0
2022-01-01,MHL,0,0,0,0.0
2022-02-01,MHL,0,0,0,0.0
2022-03-01,MHL,0,0,0,0.0
2022-04-01,MHL,2,2,0,0.0
2022-05-01,MHL,0,0,0,0.0
2022-06-01,MHL,3,0,3,0.0
2022-07-01,MHL,2,2,0,0.0
2022-08-01,MHL,2,2,0,0.0
2022-09-01,MHL,1,1,0,0.0
2022-10-01,MHL,4,3,1,0.0
2022-11-01,MHL,4,3,1,0.0
2022-12-01,MHL,0,0,0,0.0
2023-01-01,MHL,9,5,4,0.0
2023-02-01,MHL,2,2,0,0.0
2023-03-01,MHL,4,4,0,0.0
2023-04-01,MHL,9,8,1,0.0
2023-05-01,MHL,5,4,1,0.0
2023-06-01,MHL,0,0,0,0.0
2023-07-01,MHL,4,4,0,0.0
2023-08-01,MHL,7,6,1,0.0
2023-09-01,MHL,4,1,3,0.0
2023-10-01,MHL,4,2,2,0.0
2023-11-01,MHL,4,4,0,0.0
2023-12-01,MHL,3,2,1,0.0
2024-01-01,MHL,4,2,2,0.0
2024-02-01,MHL,8,7,1,0.0
2024-03-01,MHL,1,1,0,0.0
2024-04-01,MHL,2,2,0,0.0
2024-05-01,MHL,5,4,1,0.0
2024-06-01,MHL,6,3,3,0.0
2024-07-01,MHL,4,3,1,0.0
2020-01-01,MKD,37,25,12,0.0
2020-02-01,MKD,70,44,26,0.0
2020-03-01,MKD,17,11,6,0.0
2020-04-01,MKD,0,0,0,0.0
2020-05-01,MKD,0,0,0,0.0
2020-06-01,MKD,1,1,0,0.0
2020-07-01,MKD,0,0,0,0.0
2020-08-01,MKD,0,0,0,0.0
2020-09-01,MKD,0,0,0,0.0
2020-10-01,MKD,4,2,2,0.0
2020-11-01,MKD,0,0,0,0.0
2020-12-01,MKD,0,0,0,0.0
2021-01-01,MKD,0,0,0,0.0
2021-02-01,MKD,0,0,0,0.0
2021-03-01,MKD,1,1,0,0.0
2021-04-01,MKD,2,2,0,0.0
2021-05-01,MKD,2,2,0,0.0
2021-06-01,MKD,0,0,0,0.0
2021-07-01,MKD,0,0,0,0.0
2021-08-01,MKD,1,0,1,0.0
2021-09-01,MKD,0,0,0,0.0
2021-10-01,MKD,4,2,2,0.0
2021-11-01,MKD,1,0,1,0.0
2021-12-01,MKD,0,0,0,0.0
2022-01-01,MKD,0,0,0,0.0
2022-02-01,MKD,1,1,0,0.0
2022-03-01,MKD,1,0,1,0.0
2022-04-01,MKD,10,4,6,0.0
2022-05-01,MKD,12,4,8,0.0
2022-06-01,MKD,15,11,4,0.0
2022-07-01,MKD,9,5,4,0.0
2022-08-01,MKD,22,16,6,0.0
2022-09-01,MKD,40,24,16,0.0
2022-10-01,MKD,43,22,21,0.0
2022-11-01,MKD,24,18,6,0.0
2022-12-01,MKD,28,12,16,0.0
2023-01-01,MKD,31,15,16,0.0
2023-02-01,MKD,27,16,11,0.0
2023-03-01,MKD,61,33,28,0.0
2023-04-01,MKD,52,29,23,0.0
2023-05-01,MKD,69,34,35,0.0
2023-06-01,MKD,28,18,10,0.0
2023-07-01,MKD,35,15,20,0.0
2023-08-01,MKD,57,29,28,0.0
2023-09-01,MKD,49,29,20,0.0
2023-10-01,MKD,64,30,34,0.0
2023-11-01,MKD,40,28,12,0.0
2023-12-01,MKD,66,33,33,0.0
2024-01-01,MKD,104,60,44,0.0
2024-02-01,MKD,77,35,42,0.0
2024-03-01,MKD,47,24,23,0.0
2024-04-01,MKD,69,30,39,0.0
2024-05-01,MKD,68,32,36,0.0
2024-06-01,MKD,43,27,16,0.0
2024-07-01,MKD,78,41,37,0.0
2020-01-01,MLI,11,8,3,0.0
2020-02-01,MLI,6,6,0,0.0
2020-03-01,MLI,12,10,2,0.0
2020-04-01,MLI,0,0,0,0.0
2020-05-01,MLI,0,0,0,0.0
2020-06-01,MLI,0,0,0,0.0
2020-07-01,MLI,0,0,0,0.0
2020-08-01,MLI,0,0,0,0.0
2020-09-01,MLI,1,1,0,0.0
2020-10-01,MLI,1,1,0,0.0
2020-11-01,MLI,0,0,0,0.0
2020-12-01,MLI,0,0,0,0.0
2021-01-01,MLI,1,1,0,0.0
2021-02-01,MLI,0,0,0,0.0
2021-03-01,MLI,3,3,0,0.0
2021-04-01,MLI,6,4,2,0.0
2021-05-01,MLI,1,1,0,0.0
2021-06-01,MLI,0,0,0,0.0
2021-07-01,MLI,0,0,0,0.0
2021-08-01,MLI,0,0,0,0.0
2021-09-01,MLI,0,0,0,0.0
2021-10-01,MLI,3,3,0,0.0
2021-11-01,MLI,4,4,0,0.0
2021-12-01,MLI,1,0,1,0.0
2022-01-01,MLI,1,1,0,0.0
2022-02-01,MLI,3,2,1,0.0
2022-03-01,MLI,2,1,1,0.0
2022-04-01,MLI,2,2,0,0.0
2022-05-01,MLI,0,0,0,0.0
2022-06-01,MLI,5,4,1,0.0
2022-07-01,MLI,4,4,0,0.0
2022-08-01,MLI,8,8,0,0.0
2022-09-01,MLI,7,5,2,0.0
2022-10-01,MLI,10,7,3,0.0
2022-11-01,MLI,3,3,0,0.0
2022-12-01,MLI,8,8,0,0.0
2023-01-01,MLI,18,16,2,0.0
2023-02-01,MLI,6,4,2,0.0
2023-03-01,MLI,7,6,1,0.0
2023-04-01,MLI,6,3,3,0.0
2023-05-01,MLI,15,10,5,0.0
2023-06-01,MLI,13,9,4,0.0
